definition,class,strictness,scope,stem_final_match_present,stem_final_match_imperfective,stem_final_match_perfective,stem_final_match_imperative,stem_final_match_infinitive
he's putting on his socks,VIa2,loose,full,True,True,True,True,True
he's putting on his socks,VIIa2,loose,full,True,True,True,True,True
he's taking a drink (alcoholic beverage),Ia,strict,reconstructs,True,True,True,True,True
he's taking a drink (alcoholic beverage),Ia,loose,full,True,True,True,True,True
he thinks so,Ia,strict,ending,True,True,True,False,True
he thinks so,Ia,loose,ending,True,True,True,False,True
he thinks so,Id,strict,ending,False,False,False,True,False
he thinks so,Id,loose,ending,False,False,False,True,False
he thinks so,IIa,loose,ending,False,False,False,True,False
he thinks so,Vb*,strict,ending,False,False,False,False,False
he thinks so,Vb*,loose,ending,False,False,False,False,False
"he's catching a falling person, object",Ia,strict,ending,False,False,False,True,False
"he's catching a falling person, object",Ia,loose,ending,False,False,False,True,False
"he's catching a falling person, object",Ia*,strict,full,True,True,True,True,True
"he's catching a falling person, object",Ia*,loose,full,True,True,True,True,True
"1. he's saying it  2. it's barking, meowing, whinnying, cooing, etc",Ia,strict,ending,False,False,False,True,False
"1. he's saying it  2. it's barking, meowing, whinnying, cooing, etc",Ia,loose,ending,False,False,False,True,False
it's hatching,Ia,strict,reconstructs,True,True,True,True,True
it's hatching,Ia,loose,full,True,True,True,True,True
he's opening it,Ia,strict,reconstructs,True,True,True,True,True
he's opening it,Ia,loose,full,True,True,True,True,True
it's freezing,Id,strict,ending,False,False,False,True,False
it's freezing,Id,loose,ending,False,False,False,True,False
it's freezing,IIa,loose,ending,False,False,False,False,False
it's freezing,Vb*,strict,reconstructs,True,True,True,True,True
it's freezing,Vb*,loose,full,True,True,True,True,True
he's getting married,Id,strict,ending,False,False,False,True,False
he's getting married,Id,loose,ending,False,False,False,True,False
he's getting married,IIa,loose,ending,False,False,False,False,False
he's getting married,Vb*,strict,reconstructs,True,True,True,True,True
he's getting married,Vb*,loose,full,True,True,True,True,True
1. he's pleading 2. he's urging,Id,strict,ending,False,False,False,True,False
1. he's pleading 2. he's urging,Id,loose,ending,False,False,False,True,False
1. he's pleading 2. he's urging,IIa,loose,ending,False,False,False,False,False
1. he's pleading 2. he's urging,Vb*,strict,reconstructs,True,True,True,True,True
1. he's pleading 2. he's urging,Vb*,loose,full,True,True,True,True,True
he's capturing him,Id,strict,ending,False,False,False,True,False
he's capturing him,Id,loose,ending,False,False,False,True,False
he's capturing him,IIa,loose,ending,False,False,False,False,False
he's capturing him,Vb*,strict,reconstructs,True,True,True,True,True
he's capturing him,Vb*,loose,full,True,True,True,True,True
he's bewitching him,Id,strict,ending,False,False,False,True,False
he's bewitching him,Id,loose,ending,False,False,False,True,False
he's bewitching him,IIa,loose,ending,False,False,False,False,False
he's bewitching him,Vb*,strict,reconstructs,True,True,True,True,True
he's bewitching him,Vb*,loose,full,True,True,True,True,True
it's burning (flames),Id,strict,ending,False,False,False,True,False
it's burning (flames),Id,loose,ending,False,False,False,True,False
it's burning (flames),IIa,loose,ending,False,False,False,False,False
it's burning (flames),Vb*,strict,reconstructs,True,True,True,True,True
it's burning (flames),Vb*,loose,full,True,True,True,True,True
he's taking off his socks,Ia,strict,reconstructs,True,True,True,True,True
he's taking off his socks,Ia,loose,full,True,True,True,True,True
he's chewing it,Ib,strict,reconstructs,True,True,True,True,True
he's chewing it,Ib,loose,full,True,True,True,True,True
he's chewing it,Id,strict,ending,False,False,False,True,False
he's chewing it,Id,loose,ending,False,False,False,True,False
he's chewing it,IIa,loose,ending,False,False,False,False,False
1. he's pondering it  2. he's considering,Ib,strict,reconstructs,True,True,True,True,True
1. he's pondering it  2. he's considering,Ib,loose,full,True,True,True,True,True
1. he's pondering it  2. he's considering,Id,strict,ending,False,False,False,True,False
1. he's pondering it  2. he's considering,Id,loose,ending,False,False,False,True,False
1. he's pondering it  2. he's considering,IIa,loose,ending,False,False,False,False,False
he's taking a step,Ia,strict,ending,False,False,False,False,False
he's taking a step,Ia,loose,ending,False,False,False,False,False
he's taking a step,Ic,strict,ending,True,True,False,True,True
he's taking a step,Ic,loose,ending,True,True,False,True,True
he's taking a step,Ic*,strict,reconstructs,True,True,True,True,True
he's taking a step,Ic*,loose,full,True,True,True,True,True
he's taking a step,Id,strict,ending,False,False,False,True,False
he's taking a step,Id,loose,ending,False,False,False,True,False
he's taking a step,IIa,loose,ending,False,False,False,False,False
he's replying,Ia,strict,ending,False,False,False,False,False
he's replying,Ia,loose,ending,False,False,False,False,False
he's replying,Ic,strict,ending,True,True,False,True,True
he's replying,Ic,loose,ending,True,True,False,True,True
he's replying,Ic*,strict,reconstructs,True,True,True,True,True
he's replying,Ic*,loose,full,True,True,True,True,True
he's replying,Id,strict,ending,False,False,False,True,False
he's replying,Id,loose,ending,False,False,False,True,False
he's replying,IIa,loose,ending,False,False,False,False,False
"he, it's changing",Ia,strict,ending,False,False,False,False,False
"he, it's changing",Ia,loose,ending,False,False,False,False,False
"he, it's changing",Ic,strict,ending,True,True,False,True,True
"he, it's changing",Ic,loose,ending,True,True,False,True,True
"he, it's changing",Ic*,strict,reconstructs,True,True,True,True,True
"he, it's changing",Ic*,loose,full,True,True,True,True,True
"he, it's changing",Id,strict,ending,False,False,False,True,False
"he, it's changing",Id,loose,ending,False,False,False,True,False
"he, it's changing",IIa,loose,ending,False,False,False,False,False
he's changing it,Ia,strict,ending,False,False,False,False,False
he's changing it,Ia,loose,ending,False,False,False,False,False
he's changing it,Ic,strict,ending,True,True,False,True,True
he's changing it,Ic,loose,ending,True,True,False,True,True
he's changing it,Ic*,strict,reconstructs,True,True,True,True,True
he's changing it,Ic*,loose,full,True,True,True,True,True
he's changing it,Id,strict,ending,False,False,False,True,False
he's changing it,Id,loose,ending,False,False,False,True,False
he's changing it,IIa,loose,ending,False,False,False,False,False
he's erasing it,Id,strict,ending,False,False,False,True,False
he's erasing it,Id,loose,ending,False,False,False,True,False
he's erasing it,IIa,loose,ending,False,False,False,False,False
he's erasing it,Vb*,strict,reconstructs,True,True,True,True,True
he's erasing it,Vb*,loose,full,True,True,True,True,True
"he, it's moving from one place to another",Ia,strict,ending,False,False,False,False,False
"he, it's moving from one place to another",Ia,loose,ending,False,False,False,False,False
"he, it's moving from one place to another",Ic,strict,ending,True,True,False,True,True
"he, it's moving from one place to another",Ic,loose,ending,True,True,False,True,True
"he, it's moving from one place to another",Ic*,strict,reconstructs,True,True,True,True,True
"he, it's moving from one place to another",Ic*,loose,full,True,True,True,True,True
"he, it's moving from one place to another",Id,strict,ending,False,False,False,True,False
"he, it's moving from one place to another",Id,loose,ending,False,False,False,True,False
"he, it's moving from one place to another",IIa,loose,ending,False,False,False,False,False
"he's learning, he's learning it",Id,strict,ending,False,False,False,True,False
"he's learning, he's learning it",Id,loose,ending,False,False,False,True,False
"he's learning, he's learning it",IIa,loose,ending,False,False,False,False,False
he's leaving it behind,Id,strict,ending,False,False,False,True,False
he's leaving it behind,Id,loose,ending,False,False,False,True,False
he's leaving it behind,IIa,loose,ending,False,False,False,True,False
he's leaving a living thing behind,Id,strict,ending,False,False,False,True,False
he's leaving a living thing behind,Id,loose,ending,False,False,False,True,False
he's leaving a living thing behind,IIa,loose,ending,False,False,False,True,False
he's leaving it (flexible),Id,strict,ending,False,False,False,True,False
he's leaving it (flexible),Id,loose,ending,False,False,False,True,False
he's leaving it (flexible),IIa,loose,ending,False,False,False,True,False
he's leaving a long object behind,Id,strict,ending,False,False,False,True,False
he's leaving a long object behind,Id,loose,ending,False,False,False,True,False
he's leaving a long object behind,IIa,loose,ending,False,False,False,True,False
he's scattering it,Id,strict,ending,False,False,False,True,False
he's scattering it,Id,loose,ending,False,False,False,True,False
he's scattering it,IIa,loose,ending,False,False,False,True,False
1. he's racing 2. he's running for office,Id,strict,ending,False,False,False,True,False
1. he's racing 2. he's running for office,Id,loose,ending,False,False,False,True,False
1. he's racing 2. he's running for office,IIa,loose,ending,False,False,False,True,False
he's shoveling it,Ia,strict,ending,False,False,False,True,False
he's shoveling it,Ia,loose,ending,False,False,False,True,False
he's shoveling it,Ia*,strict,full,True,True,True,True,True
he's shoveling it,Ia*,loose,full,True,True,True,True,True
"he's taking off, removing a cap",Ia,strict,ending,False,False,False,True,False
"he's taking off, removing a cap",Ia,loose,ending,False,False,False,True,False
"he's taking off, removing a cap",Ia*,strict,full,True,True,True,True,True
"he's taking off, removing a cap",Ia*,loose,full,True,True,True,True,True
he's oiling it,Id,strict,full,True,True,True,True,True
he's oiling it,Id,loose,full,True,True,True,True,True
he's oiling it,IIa,loose,ending,False,False,False,False,False
he's washing (dishes),Id,strict,full,True,True,True,True,True
he's washing (dishes),Id,loose,full,True,True,True,True,True
he's washing (dishes),IIa,loose,full,True,True,True,True,True
"1. he's reading, 2. he's examining him, it",Id,strict,full,True,True,True,True,True
"1. he's reading, 2. he's examining him, it",Id,loose,full,True,True,True,True,True
"1. he's reading, 2. he's examining him, it",IIa,loose,full,True,True,True,True,True
"he's rubbing him, it",Id,strict,full,True,True,True,True,True
"he's rubbing him, it",Id,loose,full,True,True,True,True,True
"he's rubbing him, it",IIa,loose,full,True,True,True,True,True
he's laying a long object down,Id,strict,ending,False,False,False,True,False
he's laying a long object down,Id,loose,ending,False,False,False,True,False
he's laying a long object down,IIa,loose,ending,False,False,False,False,False
he's laying a long object down,Vb*,strict,reconstructs,True,True,True,True,True
he's laying a long object down,Vb*,loose,full,True,True,True,True,True
"he's remembering him, it",Id,strict,ending,False,False,False,True,False
"he's remembering him, it",Id,loose,ending,False,False,False,True,False
"he's remembering him, it",IIa,loose,ending,False,False,False,False,False
"he's remembering him, it",Vb*,strict,full,True,True,True,True,True
"he's remembering him, it",Vb*,loose,full,True,True,True,True,True
"he's lifting him, raising him, it",Id,strict,ending,False,False,False,True,False
"he's lifting him, raising him, it",Id,loose,ending,False,False,False,True,False
"he's lifting him, raising him, it",IIa,loose,ending,False,False,False,False,False
"he's lifting him, raising him, it",IVa,loose,ending,True,True,True,False,True
"he's lifting him, raising him, it",Vc*,strict,reconstructs,True,True,True,True,True
"he's lifting him, raising him, it",Vc*,loose,full,True,True,True,True,True
"he, it's ascending, raising",Id,strict,ending,False,False,False,True,False
"he, it's ascending, raising",Id,loose,ending,False,False,False,True,False
"he, it's ascending, raising",IIa,loose,ending,False,False,False,False,False
"he, it's ascending, raising",IVa,loose,ending,True,True,True,False,True
"he, it's ascending, raising",Vc*,strict,reconstructs,True,True,True,True,True
"he, it's ascending, raising",Vc*,loose,full,True,True,True,True,True
he's mooring a boat,Id,strict,ending,False,False,False,True,False
he's mooring a boat,Id,loose,ending,False,False,False,True,False
he's mooring a boat,IIa,loose,ending,False,False,False,False,False
he's mooring a boat,Vb*,strict,reconstructs,True,True,True,True,True
he's mooring a boat,Vb*,loose,full,True,True,True,True,True
he's joining,Id,strict,ending,False,False,False,True,False
he's joining,Id,loose,ending,False,False,False,True,False
he's joining,IIa,loose,ending,False,False,False,False,False
he's joining,Vb*,strict,reconstructs,True,True,True,True,True
he's joining,Vb*,loose,full,True,True,True,True,True
"he's roping him, it",Id,strict,ending,False,False,False,True,False
"he's roping him, it",Id,loose,ending,False,False,False,True,False
"he's roping him, it",IIa,loose,ending,False,False,False,False,False
"he's roping him, it",Vb*,strict,reconstructs,True,True,True,True,True
"he's roping him, it",Vb*,loose,full,True,True,True,True,True
"he's placing his hand on him, it",Id,strict,ending,False,False,False,True,False
"he's placing his hand on him, it",Id,loose,ending,False,False,False,True,False
"he's placing his hand on him, it",IIa,loose,ending,False,False,False,False,False
"he's placing his hand on him, it",Vb*,strict,reconstructs,True,True,True,True,True
"he's placing his hand on him, it",Vb*,loose,full,True,True,True,True,True
he's sending a long object,Id,strict,ending,False,False,False,True,False
he's sending a long object,Id,loose,ending,False,False,False,True,False
he's sending a long object,IIa,loose,ending,False,False,False,False,False
he's sending a long object,Vb*,strict,reconstructs,True,True,True,True,True
he's sending a long object,Vb*,loose,full,True,True,True,True,True
he's finishing it,Id,strict,ending,False,False,False,True,False
he's finishing it,Id,loose,ending,False,False,False,True,False
he's finishing it,IIa,loose,ending,False,False,False,False,False
he's finishing it,Vb*,strict,reconstructs,True,True,True,True,True
he's finishing it,Vb*,loose,full,True,True,True,True,True
it's ending,Ib,strict,ending,False,False,False,True,False
it's ending,Ib,loose,ending,False,False,False,True,False
it's ending,Ic,strict,ending,False,False,False,True,False
it's ending,Ic,loose,ending,False,False,False,True,False
it's ending,Id,strict,ending,False,False,False,True,False
it's ending,Id,loose,ending,False,False,False,True,False
it's ending,IIa,loose,ending,False,False,False,True,False
it's ending,IIb,loose,ending,False,False,False,True,False
it's ending,Vb*,strict,reconstructs,True,True,True,True,True
it's ending,Vb*,loose,full,True,True,True,True,True
he's exchanging/trading it,Id,strict,ending,False,False,False,True,False
he's exchanging/trading it,Id,loose,ending,False,False,False,True,False
he's exchanging/trading it,IIa,loose,ending,False,False,False,False,False
he's exchanging/trading it,Vb*,strict,reconstructs,True,True,True,True,True
he's exchanging/trading it,Vb*,loose,full,True,True,True,True,True
he's putting a long object in liquid,Id,strict,ending,False,False,False,True,False
he's putting a long object in liquid,Id,loose,ending,False,False,False,True,False
he's putting a long object in liquid,IIa,loose,ending,False,False,False,False,False
he's putting a long object in liquid,Vb*,strict,reconstructs,True,True,True,True,True
he's putting a long object in liquid,Vb*,loose,full,True,True,True,True,True
he's receiving punishment,Id,strict,ending,False,False,False,True,False
he's receiving punishment,Id,loose,ending,False,False,False,True,False
he's receiving punishment,IIa,loose,ending,False,False,False,False,False
he's receiving punishment,Vb*,strict,reconstructs,True,True,True,True,True
he's receiving punishment,Vb*,loose,full,True,True,True,True,True
he's putting a long object in a container,Id,strict,ending,False,False,False,True,False
he's putting a long object in a container,Id,loose,ending,False,False,False,True,False
he's putting a long object in a container,IIa,loose,ending,False,False,False,False,False
he's putting a long object in a container,Vb*,strict,reconstructs,True,True,True,True,True
he's putting a long object in a container,Vb*,loose,full,True,True,True,True,True
he's hiding a long object,Id,strict,ending,False,False,False,True,False
he's hiding a long object,Id,loose,ending,False,False,False,True,False
he's hiding a long object,IIa,loose,ending,False,False,False,False,False
he's hiding a long object,Vb*,strict,reconstructs,True,True,True,True,True
he's hiding a long object,Vb*,loose,full,True,True,True,True,True
it's misting,Ib,strict,ending,False,False,False,True,False
it's misting,Ib,loose,ending,False,False,False,True,False
it's misting,Ic,strict,ending,False,False,False,True,False
it's misting,Ic,loose,ending,False,False,False,True,False
it's misting,Id,strict,ending,False,False,False,True,False
it's misting,Id,loose,ending,False,False,False,True,False
it's misting,IIa,loose,ending,False,False,False,True,False
it's misting,IIb,loose,ending,False,False,False,True,False
it's misting,Vb*,strict,full,True,True,True,True,True
it's misting,Vb*,loose,full,True,True,True,True,True
he's setting up a bed,Id,strict,ending,False,False,False,True,False
he's setting up a bed,Id,loose,ending,False,False,False,True,False
he's setting up a bed,IIa,loose,ending,False,False,False,False,False
he's setting up a bed,Vb*,strict,reconstructs,True,True,True,True,True
he's setting up a bed,Vb*,loose,full,True,True,True,True,True
he's licking it,Id,strict,ending,False,False,False,True,False
he's licking it,Id,loose,ending,False,False,False,True,False
he's licking it,IIa,loose,ending,False,False,False,False,False
he's licking it,Vb*,strict,reconstructs,True,True,True,True,True
he's licking it,Vb*,loose,full,True,True,True,True,True
he's sticking his head out,Id,strict,ending,False,False,False,True,False
he's sticking his head out,Id,loose,ending,False,False,False,True,False
he's sticking his head out,IIa,loose,ending,False,False,False,False,False
he's sticking his head out,IVa,loose,ending,True,True,True,False,True
he's sticking his head out,Vc*,strict,reconstructs,True,True,True,True,True
he's sticking his head out,Vc*,loose,full,True,True,True,True,True
"he's missing him, it",Id,strict,ending,False,False,False,True,False
"he's missing him, it",Id,loose,ending,False,False,False,True,False
"he's missing him, it",IIa,loose,ending,False,False,False,False,False
"he's missing him, it",Vb*,strict,reconstructs,True,True,True,True,True
"he's missing him, it",Vb*,loose,full,True,True,True,True,True
he's eating it (a single solid food),Id,strict,ending,False,False,False,True,False
he's eating it (a single solid food),Id,loose,ending,False,False,False,True,False
he's eating it (a single solid food),IIa,loose,ending,False,False,False,False,False
he's eating it (a single solid food),Vb*,strict,reconstructs,True,True,True,True,True
he's eating it (a single solid food),Vb*,loose,full,True,True,True,True,True
1. he's leaving  2. it's starting,Ia,strict,reconstructs,True,True,True,True,True
1. he's leaving  2. it's starting,Ia,loose,full,True,True,True,True,True
he's gnawing it,Id,strict,ending,False,False,False,True,False
he's gnawing it,Id,loose,ending,False,False,False,True,False
he's gnawing it,IIa,loose,ending,False,False,False,False,False
he's gnawing it,Vb*,strict,reconstructs,True,True,True,True,True
he's gnawing it,Vb*,loose,full,True,True,True,True,True
he's eating a long object,Id,strict,ending,False,False,False,True,False
he's eating a long object,Id,loose,ending,False,False,False,True,False
he's eating a long object,IIa,loose,ending,False,False,False,False,False
he's eating a long object,Vb*,strict,reconstructs,True,True,True,True,True
he's eating a long object,Vb*,loose,full,True,True,True,True,True
it's flooding,Id,strict,ending,False,False,False,True,False
it's flooding,Id,loose,ending,False,False,False,True,False
it's flooding,IIa,loose,ending,False,False,False,True,False
it's flooding,IIb,loose,ending,False,False,False,True,False
it's flooding,IVa,loose,ending,False,False,False,True,False
it's flooding,Vc,strict,reconstructs,True,True,True,True,True
it's flooding,Vc,loose,full,True,True,True,True,True
it's flooding,Vc*,strict,reconstructs,True,True,True,True,True
it's flooding,Vc*,loose,full,True,True,True,True,True
he's dipping liquid,Ia,strict,reconstructs,True,True,True,True,True
he's dipping liquid,Ia,loose,full,True,True,True,True,True
he's plowing it,Id,strict,ending,False,False,False,True,False
he's plowing it,Id,loose,ending,False,False,False,True,False
he's plowing it,IIa,loose,ending,False,False,False,False,False
he's plowing it,IVa,loose,ending,False,False,False,False,False
he's plowing it,Vc*,strict,reconstructs,True,True,True,True,True
he's plowing it,Vc*,loose,full,True,True,True,True,True
1. he's tickling him; 2. he's spurring a horse,Id,strict,ending,False,False,False,True,False
1. he's tickling him; 2. he's spurring a horse,Id,loose,ending,False,False,False,True,False
1. he's tickling him; 2. he's spurring a horse,IIa,loose,ending,False,False,False,False,False
1. he's tickling him; 2. he's spurring a horse,Vb*,strict,reconstructs,True,True,True,True,True
1. he's tickling him; 2. he's spurring a horse,Vb*,loose,full,True,True,True,True,True
he's putting his gloves on,Id,strict,ending,False,False,False,True,False
he's putting his gloves on,Id,loose,ending,False,False,False,True,False
he's putting his gloves on,IIa,loose,ending,False,False,False,False,False
he's putting his gloves on,IVa,loose,ending,False,False,False,False,False
he's putting his gloves on,Vc*,strict,reconstructs,True,True,True,True,True
he's putting his gloves on,Vc*,loose,full,True,True,True,True,True
he's putting his pants on,Id,strict,ending,False,False,False,True,False
he's putting his pants on,Id,loose,ending,False,False,False,True,False
he's putting his pants on,IIa,loose,ending,False,False,False,False,False
he's putting his pants on,IVa,loose,ending,False,False,False,False,False
he's putting his pants on,Vc*,strict,reconstructs,True,True,True,True,True
he's putting his pants on,Vc*,loose,full,True,True,True,True,True
he's putting on a cap,Id,strict,ending,False,False,False,True,False
he's putting on a cap,Id,loose,ending,False,False,False,True,False
he's putting on a cap,IIa,loose,ending,False,False,False,False,False
he's putting on a cap,IVa,loose,ending,False,False,False,False,False
he's putting on a cap,Vc*,strict,reconstructs,True,True,True,True,True
he's putting on a cap,Vc*,loose,full,True,True,True,True,True
he's pouring liquid from a container,Id,strict,ending,False,False,False,True,False
he's pouring liquid from a container,Id,loose,ending,False,False,False,True,False
he's pouring liquid from a container,IIa,loose,ending,False,False,False,False,False
he's pouring liquid from a container,Vb*,strict,ending,False,False,False,True,False
he's pouring liquid from a container,Vb*,loose,ending,False,False,False,True,False
he's sprinkling it (with a liquid),Id,strict,ending,False,False,False,True,False
he's sprinkling it (with a liquid),Id,loose,ending,False,False,False,True,False
he's sprinkling it (with a liquid),IIa,loose,ending,False,False,False,True,False
he's sprinkling it (with a liquid),Vb*,strict,ending,False,False,False,False,False
he's sprinkling it (with a liquid),Vb*,loose,ending,False,False,False,False,False
he's shivering,Id,strict,ending,False,False,False,True,False
he's shivering,Id,loose,ending,False,False,False,True,False
he's shivering,IIa,loose,ending,False,False,False,False,False
he's shivering,Vb*,strict,ending,False,False,False,False,False
he's shivering,Vb*,loose,ending,False,False,False,False,False
"1. he's spilling it (a liquid or nonliquid like salt, sugar) 2. he's pouring it on the ground (liquid or non-liquid) 3. he's being wasteful (of money, etc.)",Id,strict,ending,False,False,False,True,False
"1. he's spilling it (a liquid or nonliquid like salt, sugar) 2. he's pouring it on the ground (liquid or non-liquid) 3. he's being wasteful (of money, etc.)",Id,loose,ending,False,False,False,True,False
"1. he's spilling it (a liquid or nonliquid like salt, sugar) 2. he's pouring it on the ground (liquid or non-liquid) 3. he's being wasteful (of money, etc.)",IIa,loose,ending,False,False,False,False,False
"1. he's curing, doctoring him, 2. he's soldering, welding it",Id,strict,ending,False,False,False,True,False
"1. he's curing, doctoring him, 2. he's soldering, welding it",Id,loose,ending,False,False,False,True,False
"1. he's curing, doctoring him, 2. he's soldering, welding it",IIa,loose,ending,False,False,False,False,False
"1. he's curing, doctoring him, 2. he's soldering, welding it",IVa,loose,ending,False,False,False,False,False
"1. he's curing, doctoring him, 2. he's soldering, welding it",Vc*,strict,full,True,True,True,True,True
"1. he's curing, doctoring him, 2. he's soldering, welding it",Vc*,loose,full,True,True,True,True,True
it's thundering,Ib,strict,reconstructs,True,True,True,True,True
it's thundering,Ib,loose,full,True,True,True,True,True
it's thundering,Ic,strict,ending,False,False,False,True,False
it's thundering,Ic,loose,ending,False,False,False,True,False
it's thundering,Id,strict,ending,False,False,False,True,False
it's thundering,Id,loose,ending,False,False,False,True,False
it's thundering,IIa,loose,ending,False,False,False,True,False
it's thundering,IIb,loose,ending,False,False,False,True,False
he's leaving some liquid,Id,strict,ending,False,False,False,True,False
he's leaving some liquid,Id,loose,ending,False,False,False,True,False
he's leaving some liquid,IIa,loose,ending,False,False,False,True,False
he's removing it (solid or flexible object) from a hanging position,Ia,strict,ending,False,False,False,True,False
he's removing it (solid or flexible object) from a hanging position,Ia,loose,ending,False,False,False,True,False
he's removing it (solid or flexible object) from a hanging position,Ia*,strict,full,True,True,True,True,True
he's removing it (solid or flexible object) from a hanging position,Ia*,loose,full,True,True,True,True,True
he's taking off his glasses,Ia,strict,ending,False,False,False,True,False
he's taking off his glasses,Ia,loose,ending,False,False,False,True,False
he's taking off his glasses,Ia*,strict,full,True,True,True,True,True
he's taking off his glasses,Ia*,loose,full,True,True,True,True,True
he's taking it off,Ia,strict,ending,False,False,False,True,False
he's taking it off,Ia,loose,ending,False,False,False,True,False
he's taking it off,Ia*,strict,full,True,True,True,True,True
he's taking it off,Ia*,loose,full,True,True,True,True,True
He's getting drunk,Id,strict,ending,True,True,False,True,False
He's getting drunk,Id,loose,ending,True,True,False,True,False
He's getting drunk,IIa,loose,ending,False,False,False,False,False
he's taking a bite,Ia,strict,ending,False,False,False,True,False
he's taking a bite,Ia,loose,ending,False,False,False,True,False
he's taking a bite,Ia*,strict,full,True,True,True,True,True
he's taking a bite,Ia*,loose,full,True,True,True,True,True
"1. he's unhitching him, it 2. he's unhooking it 3. he's unplugging it",Ia,strict,ending,False,False,False,True,False
"1. he's unhitching him, it 2. he's unhooking it 3. he's unplugging it",Ia,loose,ending,False,False,False,True,False
"1. he's unhitching him, it 2. he's unhooking it 3. he's unplugging it",Ia*,strict,full,True,True,True,True,True
"1. he's unhitching him, it 2. he's unhooking it 3. he's unplugging it",Ia*,loose,full,True,True,True,True,True
he's taking it (solid or flexible object) out of a container,Ia,strict,ending,False,False,False,True,False
he's taking it (solid or flexible object) out of a container,Ia,loose,ending,False,False,False,True,False
he's taking it (solid or flexible object) out of a container,Ia*,strict,full,True,True,True,True,True
he's taking it (solid or flexible object) out of a container,Ia*,loose,full,True,True,True,True,True
he's taking off his shoes,Ia,strict,ending,False,False,False,True,False
he's taking off his shoes,Ia,loose,ending,False,False,False,True,False
he's taking off his shoes,Ia*,strict,full,True,True,True,True,True
he's taking off his shoes,Ia*,loose,full,True,True,True,True,True
he's taking off his gloves,Ia,strict,ending,False,False,False,True,False
he's taking off his gloves,Ia,loose,ending,False,False,False,True,False
he's taking off his gloves,Ia*,strict,full,True,True,True,True,True
he's taking off his gloves,Ia*,loose,full,True,True,True,True,True
he's taking his pants off,Ia,strict,ending,False,False,False,True,False
he's taking his pants off,Ia,loose,ending,False,False,False,True,False
he's taking his pants off,Ia*,strict,full,True,True,True,True,True
he's taking his pants off,Ia*,loose,full,True,True,True,True,True
he's turning off the road,Ia,strict,ending,False,False,False,True,False
he's turning off the road,Ia,loose,ending,False,False,False,True,False
he's turning off the road,Ia*,strict,full,True,True,True,True,True
he's turning off the road,Ia*,loose,full,True,True,True,True,True
1. he's getting a flexible object  2. he's picking up a flexible object,Ia,strict,ending,False,False,False,True,False
1. he's getting a flexible object  2. he's picking up a flexible object,Ia,loose,ending,False,False,False,True,False
1. he's getting a flexible object  2. he's picking up a flexible object,Ia*,strict,full,True,True,True,True,True
1. he's getting a flexible object  2. he's picking up a flexible object,Ia*,loose,full,True,True,True,True,True
he's pulling a trigger,Ia,strict,ending,False,False,False,True,False
he's pulling a trigger,Ia,loose,ending,False,False,False,True,False
he's pulling a trigger,Ia*,strict,full,True,True,True,True,True
he's pulling a trigger,Ia*,loose,full,True,True,True,True,True
"he's pulling him, it",Ia,strict,ending,False,False,False,True,False
"he's pulling him, it",Ia,loose,ending,False,False,False,True,False
"he's pulling him, it",Ia*,strict,full,True,True,True,True,True
"he's pulling him, it",Ia*,loose,full,True,True,True,True,True
he's conjuring,Id,strict,ending,True,True,False,True,False
he's conjuring,Id,loose,ending,True,True,False,True,False
he's conjuring,IIa,loose,ending,False,False,False,False,False
"he's kicking him, it",Ia,strict,ending,False,False,False,True,False
"he's kicking him, it",Ia,loose,ending,False,False,False,True,False
"he's kicking him, it",Ia*,strict,full,True,True,True,True,True
"he's kicking him, it",Ia*,loose,full,True,True,True,True,True
"he's taking his shirt, coat off",Ia,strict,ending,False,False,False,True,False
"he's taking his shirt, coat off",Ia,loose,ending,False,False,False,True,False
"he's taking his shirt, coat off",Ia*,strict,full,True,True,True,True,True
"he's taking his shirt, coat off",Ia*,loose,full,True,True,True,True,True
he's undressing,Ia,strict,ending,False,False,False,True,False
he's undressing,Ia,loose,ending,False,False,False,True,False
he's undressing,Ia*,strict,full,True,True,True,True,True
he's undressing,Ia*,loose,full,True,True,True,True,True
"he's choosing him, it",Ia,strict,ending,False,False,False,True,False
"he's choosing him, it",Ia,loose,ending,False,False,False,True,False
"he's choosing him, it",Ia*,strict,full,True,True,True,True,True
"he's choosing him, it",Ia*,loose,full,True,True,True,True,True
he's eating a flexible object,Id,strict,ending,True,True,False,True,False
he's eating a flexible object,Id,loose,ending,True,True,False,True,False
he's eating a flexible object,IIa,loose,ending,True,True,False,False,False
1. he's picking it up  2. he's getting it,Ia,strict,reconstructs,True,True,True,True,True
1. he's picking it up  2. he's getting it,Ia,loose,full,True,True,True,True,True
he's waving his hand,Ia,strict,reconstructs,True,True,True,True,True
he's waving his hand,Ia,loose,full,True,True,True,True,True
he's waving his hand,Ia*,strict,ending,False,False,False,True,False
he's waving his hand,Ia*,loose,ending,False,False,False,True,False
he's having a nightmare,Ia,strict,reconstructs,True,True,True,True,True
he's having a nightmare,Ia,loose,full,True,True,True,True,True
he's snoring,Ia,strict,reconstructs,True,True,True,True,True
he's snoring,Ia,loose,full,True,True,True,True,True
he's snoring,Ia*,strict,ending,False,False,False,True,False
he's snoring,Ia*,loose,ending,False,False,False,True,False
he's thirsty,Id,strict,ending,False,False,False,True,False
he's thirsty,Id,loose,ending,False,False,False,True,False
he's thirsty,IIa,loose,ending,False,False,False,False,False
